,Course Code,Course,R1 Points_2020,EOS_2020,Mid_2020,Level
0,AC120,International Business,209,209,280,8
1,AC137,Liberal Arts,252,252,270,8
2,AD101,"First Year Art & Design (Common Entry,portfolio)",#+matric,#+matric,#+matric,8
3,AD102,Graphic Design and Moving Image Design (portfolio),#+matric,#+matric,#+matric,8
4,AD103,Textile & Surface Design and Jewellery & Objects (portfolio),#+matric,#+matric,#+matric,8
5,AD202,"Education & Design or Fine Art (Second Level Teaching,portfolio))",#+matric,#+matric,#+matric,8
6,AD204,Fine Art (portfolio),#+matric,#+matric,#+matric,8
7,AD211,Fashion Design (portfolio),#+matric,#+matric,#+matric,8
8,AD212,Product Design (portfolio),#+matric,#+matric,#+matric,8
9,AD215,Visual Culture,377,320,389,8
10,AD217,Illustration (portfolio),#+matric,#+matric,#+matric,8
11,AD222,Interaction Design (portfolio),#+matric,#+matric,#+matric,8
12,AL600,Software Design,AQA,104,279,6
13,AL601,Computer Engineering,AQA,112,192,6
14,AL602,Mechanical Engineering,AQA,260,424,6
15,AL604,Civil Engineering,AQA,AQA,244,6
16,AL605,Music and Instrument Technology,AQA,154,306,6
17,AL630,Pharmacy Technician,295,295,379,6
18,AL631,Dental Nursing,300,298,388,6
19,AL632,Applied Science,234,234,434,6
20,AL650,Business,207,207,326,6
21,AL660,Culinary Arts,AQA,112,270,6
22,AL661,Bar Supervision,AQA,101,241,6
23,AL663,Business (Sport and Recreation),AQA,120,262,6
24,AL701,Computer Engineering with Network Infrastructure,216,216,337,7
25,AL702,Software Design with Artificial Intelligence for Cloud Computing,214,214,338,7
26,AL703,Software Design with Virtual Reality and Gaming,216,224,337,7
27,AL704,Computer Engineering,204,204,403,7
28,AL705,Software Design with Mobile Apps and Connected Devices,216,216,337,7
29,AL710,Mechanical Engineering,223,223,337,7
30,AL711,Mechanical Engineering and Renewable Energy,228,228,369,7
31,AL712,Automation and Robotics,252,252,379,7
32,AL713,Engineering (Common Entry to Mechanical/Renewable/Mechatronic Eng),218,218,402,7
33,AL718,Music and Sound Engineering,214,216,339,7
34,AL721,Civil Engineering,233,233,357,7
35,AL730,Biotechnology,250,250,402,7
36,AL731,Veterinary Nursing,400,400,456,7
37,AL734,Pharmaceutical Sciences (Drug Development and Analysis),244,244,359,7
38,AL740,Exercise and Health Science,250,250,367,7
39,AL751,Digital Marketing,241,241,318,7
40,AL752,Business,225,225,397,7
41,AL761,Hotel and Leisure Management,208,208,309,7
42,AL763,Graphic Design (portfolio),781,781,858,7
43,AL764,Early Years Care and Education,260,260,398,7
44,AL765,Applied Social Studies in Social Care,280,280,358,7
45,AL801,Software Design with Virtual Reality and Gaming,303,303,367,8
46,AL802,Software Design with Artificial Intelligence for Cloud Computing,332,332,382,8
47,AL803,Software Design with Mobile Apps and Connected Devices,337,337,360,8
48,AL805,Computer Engineering with Network Infrastructure,333,333,360,8
49,AL810,Quantity Surveying,319,326,352,8
50,AL811,Civil Engineering,320,320,432,8
51,AL820,Mechanical and Polymer Engineering,308,308,379,8
52,AL830,General Nursing,442,442,463,8
53,AL832,Psychiatric Nursing,387,384,399,8
54,AL836,Nutrition and Health Science,334,334,379,8
55,AL837,Sports Science with Exercise Physiology,351,351,384,8
56,AL838,Biotechnology,307,307,356,8
57,AL839,Microbiology,325,325,393,8
58,AL840,Pharmaceutical Sciences,347,347,403,8
59,AL841,Athletic and Rehabilitation Therapy,430,430,465,8
60,AL842,Bioveterinary Science,313,313,383,8
61,AL843,Physical Activity and Health Science,306,306,326,8
62,AL850,Business,309,309,377,8
63,AL851,Business and Law,295,295,351,8
64,AL852,Accounting,309,309,422,8
65,AL854,Sport Management (with international placement),302,299,338,8
66,AL855,Hospitality Management (with international placement),308,308,347,8
67,AL857,Digital Marketing,304,304,332,8
68,AL860,Social Care Practice,300,300,348,8
69,AL861,Animation and Illustration (portfolio),578,578,878,8
70,AL863,Graphic and Digital Design (portfolio),781,781,824,8
71,AL864,Early Years Care and Education,307,307,346,8
72,AL870,Applied Psychology,418,418,444,8
73,AS001,"Education, Home Economics and Biology - with concurrent Teacher Ed",510,518,544,8
74,AS002,"Education, Home Economics and Religious Ed - with concurrent Teacher Ed",441,434,466,8
75,AS003,"Education, Home Economics and Irish - with concurrent Teacher Ed",440,440,484,8
76,AS051,"Nutrition, Food and Business Management",328,317,398,8
77,AS054,Home Economics,408,398,429,8
78,AS110,General Nursing,419,419,431,8
79,AS130,Intellectual Disability Nursing,336,317,339,8
80,CI001,Counselling Skills and Psychotherapy Studies,300,300,440,7
81,CI002,Counselling Skills and Addiction Studies,309,309,367,7
82,CI005,Counselling Skills and Youth Studies,306,302,451,7
83,CI110,Counselling and Psychotherapy,310,310,392,8
84,CI111,Counselling and Addiction Studies,301,301,319,8
85,CI112,Counselling and Youth Studies,311,311,311,8
86,CK101,Arts - 3 years,300,300,388,8
87,CK102,Social Science,412,412,451,8
88,CK104,Arts with Music - 3 or 4 years (BMus or Chinese/European/Int`l Pathway),302,302,435,8
89,CK105,Film and Screen Media - 3 years or 4 years (International Pathway),368,319,418,8
90,CK107,Geographical and Archaeological Sciences - 3 or 4 years (Int`l Pathway),328,328,388,8
91,CK108,Arts International - 4 years,401,401,466,8
92,CK109,English - 3 years or 4 years (International Pathway),318,318,441,8
93,CK110,World Languages,452,410,506,8
94,CK111,Early Years and Childhood Studies,419,419,451,8
95,CK112,Theatre and Performative Practices - 3 or 4 years (Int`l Pathway),330,330,434,8
96,CK113,Criminology - 3 years or 4 years (International Pathway),423,423,463,8
97,CK114,Social Science (Youth and Community Work) - 3 years,,777,,8
98,CK115,Social Work - Mature Applicants only,,999,,8
99,CK118,Digital Humanities and IT - 3 or 4 years (Work Exper. or Int`l Pathway),336,336,378,8
100,CK120,Applied Psychology,533,531,555,8
101,CK121,Psychology and Computing - 3 or 4 years (Work Experience Pathway),466,466,496,8
102,CK122,Government and Political Science,337,326,403,8
103,CK123,Anthropology,308,308,410,8
104,CK124,Education - Gaeilge,463,452,495,8
105,CK125,Sports Studies and Physical Education,510,509,532,8
106,CK201,Commerce,477,477,509,8
107,CK202,Accounting,509,509,542,8
108,CK203,Business Information Systems,430,430,467,8
109,CK204,Finance,556,556,590,8
110,CK205,Commerce (International) with French,445,445,495,8
111,CK206,Commerce (International) with German,420,418,476,8
112,CK207,Commerce (International) with Italian,388,388,455,8
113,CK208,Commerce (International) with Hispanic Studies,402,402,484,8
114,CK209,Commerce (International) with Irish,484,484,531,8
115,CK211,Commerce (International) with Chinese Studies,397,397,433,8
116,CK212,Economics (through Transformational Learning) 3 or 4 years Int`l Pathway,444,444,473,8
117,CK213,Food Marketing and Entrepreneurship,462,462,476,8
118,CK214,International Development,346,346,422,8
119,CK301,Law (Pathways) -  3 or 4 years,507,498,531,8
120,CK302,Law and French,542,542,576,8
121,CK304,Law and Irish,540,540,565,8
122,CK307,Law and Business,556,556,589,8
123,CK401,Computer Science,468,468,509,8
124,CK402,Biological and Chemical Sciences,510,509,532,8
125,CK404,"Biological, Earth and Environmental Sciences",467,465,498,8
126,CK405,Genetics,487,487,498,8
127,CK406,Chemical Sciences,485,462,494,8
128,CK407,Mathematical Sciences,566,565,601,8
129,CK408,Physics and Astrophysics,554,531,589,8
130,CK409,Industrial Physics - Offered jointly by UCC and CIT,432,432,499,8
131,CK411,Data Science and Analytics,510,509,554,8
132,CK412,Agricultural Science,496,489,510,8
133,CK504,Nutritional Sciences,518,517,554,8
134,CK505,Food Science,441,420,465,8
135,CK600,Engineering,487,487,532,8
136,CK606,Architecture - Offered jointly by UCC and CIT,484,469,510,8
137,CK701,Medicine (Undergraduate Entry - HPAT required),731,731,739,8
138,CK702,Dentistry,613,613,613,8
139,CK703,Pharmacy,590,589,602,8
140,CK704,Occupational Therapy,566,555,577,8
141,CK705,Speech and Language Therapy,520,520,541,8
142,CK706,Public Health Sciences,454,454,477,8
143,CK707,Medical and Health Sciences,542,541,555,8
144,CK710,General Nursing,454,454,477,8
145,CK712,Children`s and General Nursing (Integrated),533,533,553,8
146,CK720,Mental Health Nursing,423,419,440,8
147,CK730,Intellectual Disability Nursing,419,400,433,8
148,CK740,Midwifery,484,473,507,8
149,CK791,Medicine  - Graduate Entry (GAMSAT required),57,57,58,8
150,CM001,Education - Primary Teaching,484,484,487,8
151,CM002,Education - Primary Teaching - Gaeltacht Applicants,,,,8
152,CM003,Oideachas - Bunmhúinteoireacht Trí Mheán na Gaeilge – Gaeltacht,528,528,570,8
153,CM004,Oideachas - Bunmhúinteoireacht Trí Mheán na Gaeilge – Gaeltacht,494,494,513,8
154,CM010,Education Studies,319,317,407,8
155,CM020,Early Childhood Education,327,327,390,8
156,CR001,Applied Physics and Instrumentation,250,250,487,7
157,CR006,Applied Biosciences,361,361,489,7
158,CR007,Analytical and Pharmaceutical Chemistry,240,240,487,7
159,CR010,Agriculture (Year 1 - 2 days in Clonakilty Agri College & 3 days in CIT),321,321,422,7
160,CR016,Software Development,307,307,413,7
161,CR021,Business (Common Entry),255,255,433,7
162,CR022,Business Administration,190,190,336,7
163,CR031,Social Care Work,346,346,411,7
164,CR032,Recreation and Leisure Management,298,298,378,7
165,CR035,Community Development,100,100,251,7
166,CR041,Tourism Management,216,216,399,7
167,CR042,Hospitality Management,208,208,316,7
168,CR046,Automotive Technology and Management,216,216,337,7
169,CR051,Civil Engineering,248,248,451,7
170,CR052,Construction,251,251,367,7
171,CR053,Interior Architecture,308,308,434,7
172,CR055,Environmental Engineering,258,258,409,7
173,CR061,Electronic Engineering,260,260,444,7
174,CR062,Electrical Engineering,300,300,401,7
175,CR071,Mechanical Engineering,261,261,444,7
176,CR075,Biomedical Engineering,306,306,498,7
177,CR090,Architectural Technology,266,266,411,7
178,CR094,Nautical Science at National Maritime College of Ireland,243,243,380,7
179,CR095,Marine Engineering at National Maritime College of Ireland,255,255,389,7
180,CR105,Chemical and Biopharmaceutical Engineering,443,443,532,8
181,CR106,Software Development,411,411,463,8
182,CR108,Mechanical Engineering,434,434,509,8
183,CR109,Structural Engineering,394,394,423,8
184,CR110,Automotive Business Management and Technology,311,311,362,8
185,CR112,Creative Digital Media,361,361,430,8
186,CR116,Computer Systems,332,332,393,8
187,CR121,Music at CIT Cork School of Music,868,912,1078,8
188,CR125,Popular Music: Electric Bass Guitar at CIT Cork School of Music,1088,1088,1088,8
189,CR126,Popular Music: Drums at CIT Cork School of Music,801,801,940,8
190,CR127,Popular Music: Electric Guitar at CIT Cork School of Music,838,768,978,8
191,CR128,Popular Music: Keyboards at CIT Cork School of Music,840,840,881,8
192,CR129,Popular Music: Voice at CIT Cork School of Music,841,841,966,8
193,CR130,Musical Theatre at CIT Cork School of Music,548,505,600,8
194,CR150,Business Information Systems,335,335,391,8
195,CR210,"Contemporary Applied Art (Ceramics, Glass, Textiles) at CIT Crawford",#+matric,#+matric,#+matric,8
196,CR220,Fine Art at CIT Crawford College of Art and Design,#+matric,#+matric,#+matric,8
197,CR225,Photography with New Media,#+matric,#+matric,#+matric,8
198,CR300,Physical Sciences (Common Entry),282,282,476,7
199,CR305,Physical Sciences (Common Entry),282,282,356,8
200,CR310,IT Management,297,297,339,8
201,CR320,Biomedical Science - Offered jointly by CIT and UCC,565,565,577,8
202,CR325,Pharmaceutical Biotechnology,398,398,440,8
203,CR333,Nutrition and Health Science,402,402,433,8
204,CR335,Biological Sciences (Common Entry),420,420,451,8
205,CR340,Analytical Chemistry with Quality Assurance,251,251,366,8
206,CR360,Instrument Engineering,261,261,388,8
207,CR365,Environmental Science and Sustainable Technology,253,253,341,8
208,CR370,Agri-Biosciences,397,397,453,8
209,CR400,Accounting,316,316,413,8
210,CR420,Marketing,285,285,346,8
211,CR425,International Business with Language,298,298,412,8
212,CR430,Sport and Exercise Management,322,322,407,8
213,CR440,Montessori Education,288,288,362,8
214,CR500,Engineering (Common Entry),411,411,465,8
215,CR510,Sustainable Energy Engineering,320,320,389,8
216,CR520,Biomedical Engineering,444,444,488,8
217,CR560,Architectural Technology,308,308,377,8
218,CR565,Interior Architecture,359,359,423,8
219,CR570,Quantity Surveying,336,336,392,8
220,CR572,Construction Management,269,269,318,8
221,CR580,Electrical Engineering,318,318,377,8
222,CR590,Electronic Engineering,303,303,379,8
223,CR600,Visual Communications,#+matric,#+matric,#+matric,8
224,CR620,Early Childhood Education and Care,365,357,454,7
225,CR640,Culinary Arts,244,244,392,7
226,CR650,Beverage Industry Management,209,209,316,7
227,CR655,Culinary Studies,189,189,290,6
228,CR657,Hospitality Studies,180,163,198,6
229,CR660,Tourism Management,252,252,325,8
230,CR700,Theatre and Drama Studies at CIT Cork School of Music,740,645,982,8
231,CR805,Marine Electrotechnology at National Maritime College of Ireland,235,235,326,7
232,CR888,Information Technology,290,290,372,7
233,CT110,Computing in Information Technology,210,210,400,6
234,CT116,Information Technology,219,219,263,7
235,CT125,Information Technology,220,220,299,8
236,CT325,Business,338,281,338,8
237,CW006,Business,AQA,AQA,254,6
238,CW018,Business (options),298,248,312,8
239,CW027,Sustainable Farm Management and Agribusiness,266,268,360,7
240,CW028,Early Childhood Education and Care,252,252,301,8
241,CW037,Business (options),195,195,400,7
242,CW038,Art (portfolio),700,700,700,8
243,CW047,Visual Communications and Design,214,181,336,7
244,CW057,Art (portfolio),700,700,700,7
245,CW058,Tourism and Event Management,298,298,348,8
246,CW068,Applied Social Studies in Professional Social Care,245,245,292,8
247,CW077,Tourism and Event Management,217,217,311,7
248,CW078,Sustainable Farm Management and Agribusiness,269,269,327,8
249,CW088,Visual Communications and Design,274,274,340,8
250,CW106,Physiology and Health Science,451,451,509,6
251,CW107,Analytical Science,277,277,445,7
252,CW108,Science (options),261,261,346,8
253,CW116,Pharmacy Technician Studies,250,250,388,6
254,CW117,Biosciences,205,205,380,7
255,CW126,Science - Applied Biology or Applied Chemistry,191,191,424,6
256,CW128,Brewing and Distilling,263,263,318,8
257,CW138,Sport and Exercise Science,423,423,444,8
258,CW148,Strength and Conditioning,379,379,400,8
259,CW188,Sport Rehabilitation and Athletic Therapy,451,448,466,8
260,CW206,Computing - Applications or Programming,235,235,369,6
261,CW207,Software Development,244,244,329,7
262,CW208,Computer Games Development,279,279,327,8
263,CW217,Information Technology Management,234,234,377,7
264,CW227,Cybercrime and IT Security,233,242,357,7
265,CW237,Computing in Interactive Digital Art and Design,212,212,337,7
266,CW238,Software Development,297,297,341,8
267,CW248,Information Technology Management,285,285,385,8
268,CW258,Cybercrime and IT Security,293,293,358,8
269,CW268,Computing in Interactive Digital Art and Design,287,287,369,8
270,CW407,Architectural Technology,188,188,358,7
271,CW417,Construction Management with Building Services,220,220,322,7
272,CW427,Civil Engineering,199,199,347,7
273,CW438,Construction (options),272,272,336,8
274,CW468,Architectural Technology,262,262,358,8
275,CW478,Civil Engineering,433,433,492,8
276,CW507,Aircraft Systems,293,294,399,7
277,CW517,Mechanical Engineering,276,276,371,7
278,CW527,Electronic Engineering,227,227,357,7
279,CW547,TV and Media Production,301,301,413,7
280,CW548,Mechanical Engineering,321,321,371,8
281,CW558,Electronic Systems,280,280,361,8
282,CW568,Aerospace Engineering,380,380,442,8
283,CW578,TV and Media Production,325,325,420,8
284,CW706,Legal Studies,163,163,377,6
285,CW707,Industrial Design,207,207,380,7
286,CW708,Law - LLB,302,302,349,8
287,CW717,Professional Social Care Practice,288,288,347,7
288,CW728,Product Design Innovation,252,252,359,8
289,CW748,Early Childhood Education and Care,270,270,327,8
290,CW758,Professional Social Care Practice,336,336,358,8
291,CW807,Sport Coaching and Business Management - GAA (portfolio),700,700,700,7
292,CW808,Media and Public Relations,251,251,298,8
293,CW817,Sport Coaching and Business Management - Rugby (portfolio),700,700,700,7
294,CW827,Sport Coaching and Business Management - Soccer (portfolio),700,700,700,7
295,CW837,Digital Marketing with Analytics,200,200,356,7
296,CW848,Digital Marketing with Analytics,254,269,326,8
297,CW858,"Sports Management and Coaching (options, portfolio)",700,700,700,8
298,CW906,Business,177,177,297,6
299,CW908,Business (options),280,280,357,8
300,CW917,Business (options),224,224,378,7
301,CW926,Business with Law,210,210,409,6
302,CW936,Accounting,231,231,403,6
303,CW938,Business with Law,283,283,301,8
304,CW948,Accounting,300,300,364,8
305,DB500,Computing,218,218,301,8
306,DB501,Computing (Cloud Computing),227,227,280,8
307,DB502,Computing (Data Analytics and Big Data),341,334,377,8
308,DB503,Computing (Software Development),225,225,281,8
309,DB504,Computing (Web and Mobile Technology),,281,281,8
310,DB510,Audio Production and Music Project Management,234,223,290,8
311,DB512,Business Studies,218,203,308,8
312,DB514,Business Studies (Law),252,251,270,8
313,DB515,Business Studies (Human Resource Management),244,244,326,8
314,DB516,Financial Services,,,,8
315,DB517,Marketing (Event Management),238,238,309,8
316,DB521,Accounting and Finance,225,195,318,8
317,DB524,Business (Information Systems),342,309,409,8
318,DB526,Business (Cloud Computing),347,347,423,8
319,DB527,Applied Social Care,234,234,306,8
320,DB528,Applied Social Care,AQA,AQA,337,7
321,DB531,Marketing,293,293,336,8
322,DB534,Sound Engineering and Music Production,AQA,AQA,338,6
323,DB562,Psychology,243,229,322,8
324,DB563,Arts,161,161,357,6
325,DB566,Social Science,220,220,290,8
326,DB567,Film and Creative Media,218,202,290,8
327,DB568,Law,219,217,309,8
328,DB569,Business (Psychology),252,252,284,8
329,DB571,Business Studies,173,122,398,7
330,DB572,Business in Accounting,119,117,368,7
331,DB573,Business in Marketing,117,117,388,7
332,DB574,Business in Information Technology,136,136,388,7
333,DB576,Film and Creative Media,AQA,AQA,338,7
334,DC001,Education - Early Childhood Education,440,440,462,8
335,DC002,Education - Primary Teaching,488,488,520,8
336,DC003,Education - Primary Teaching - Gaeltacht Applicants,445,445,462,8
337,DC004,Education - Primary Teaching (Church of Ireland Centre formerly CICE),411,409,463,8
338,DC009,Arts (Joint Honours) - Humanities,376,376,423,8
339,DC010,Post Primary Teacher Education - Religious Education and English,441,429,465,8
340,DC011,Post Primary Teacher Education - Religious Education and History,412,391,429,8
341,DC012,Post Primary Teacher Education - Religious Education and Music,378,378,420,8
342,DC013,Post Primary Teacher Ed - Gaeilge with French/German/Spanish,419,419,487,8
343,DC014,BA in Jazz and Contemporary Music Performance (audition),419,419,605,8
344,DC110,Business Studies International,465,465,488,8
345,DC111,Business Studies,488,488,507,8
346,DC112,Global Business (France),517,510,532,8
347,DC113,Global Business (Germany),462,462,496,8
348,DC114,Global Business (Spain),522,522,545,8
349,DC115,Accounting and Finance,510,510,544,8
350,DC116,Global Business (USA),579,579,601,8
351,DC117,Aviation Management / Aviation Management with Pilot Studies,476,475,500,8
352,DC118,Gnó agus Gaeilge / Business and Irish,359,359,429,8
353,DC119,Global Business (Canada),564,564,577,8
354,DC120,Enterprise Computing,357,357,392,8
355,DC121,Computer Applications,400,400,455,8
356,DC123,Data Science,465,465,531,8
357,DC126,Actuarial Mathematics,560,560,578,8
358,DC127,Common Entry into Actuarial and Financial Mathematics,532,520,543,8
359,DC131,Communication Studies,407,402,451,8
360,DC132,Journalism,429,422,466,8
361,DC133,Multimedia,411,410,451,8
362,DC155,Applied Language and Translation Studies,387,387,444,8
363,DC161,Analytical Science,498,489,510,8
364,DC162,Chemical and Pharmaceutical Sciences,521,521,544,8
365,DC166,Environmental Science and Technology,433,399,441,8
366,DC168,Genetics and Cell Biology,512,510,529,8
367,DC175,Physics General Entry (options),419,402,467,8
368,DC181,Biotechnology,499,495,511,8
369,DC190,Electronic and Computer Engineering (with choice of four majors),413,413,465,8
370,DC193,Mechatronic Engineering,411,411,487,8
371,DC195,Mechanical and Manufacturing Engineering,425,425,487,8
372,DC197,Biomedical Engineering,423,423,477,8
373,DC200,Common Entry into Engineering (Undenominated Entry),422,422,487,8
374,DC201,Common Entry into Science (Undenominated Entry),498,488,499,8
375,DC202,Sport Science and Health,500,498,521,8
376,DC203,Science Education,435,435,487,8
377,DC204,Athletic Therapy and Training,522,519,533,8
378,DC205,Physical Education with Biology,531,531,553,8
379,DC206,Physical Education with Mathematics,499,499,520,8
380,DC208,Psychology,532,521,533,8
381,DC209,Health and Society,465,440,466,8
382,DC215,General Nursing,454,433,462,8
383,DC216,Mental Health Nursing,418,403,424,8
384,DC217,Intellectual Disability Nursing,370,370,390,8
385,DC218,Children`s and General Nursing (Integrated),500,498,522,8
386,DC230,"Economics, Politics and Law",435,435,462,8
387,DC231,International Relations,397,397,433,8
388,DC232,Law and Society (BCL),466,466,496,8
389,DC235,Education and Training - Daytime and Flexible Delivery Mode (full-time),309,309,357,8
390,DC238,Social Sciences and Cultural Innovation,377,377,411,8
391,DC239,"Gaeilge, Iriseoireacht agus na Meáin Dhigiteacha",430,430,473,8
392,DC240,"Marketing, Innovation and Technology",476,474,498,8
393,DC291,Arts (Joint Honours) - Media Studies,376,376,409,8
394,DC292,Arts (Joint Honours) - Law,403,403,430,8
395,DC293,Arts (Joint Honours) - International Languages,377,377,466,8
396,DC295,Arts (Joint Honours) - Politics,376,376,409,8
397,DK710,Business and Management,120,120,352,7
398,DK711,Business and Technology,191,191,327,7
399,DK712,Digital Marketing and Public Relations,100,100,349,7
400,DK721,Computing,106,106,326,7
401,DK722,Augmented and Virtual Reality,144,144,348,7
402,DK730,Building Surveying,165,165,330,7
403,DK731,Architectural Technology,332,332,392,7
404,DK732,Construction Management,120,120,321,7
405,DK740,Engineering - Electrical and Electronic Systems,179,179,339,7
406,DK742,Engineering - Mechanical Engineering,166,166,312,7
407,DK744,Engineering - Civil Engineering,190,157,341,7
408,DK750,Hospitality Management,176,176,279,7
409,DK752,Event Management,175,175,347,7
410,DK753,Culinary Arts,182,182,387,7
411,DK763,"Sport, Exercise and Enterprise",233,225,329,7
412,DK767,Community Youth Work (interview),240,240,330,7
413,DK768,Audio and Music Production,261,261,361,7
414,DK769,Creative Media,165,165,318,7
415,DK770,Theatre & Film Practice,190,190,388,7
416,DK771,Musical Theatre (audition),,,,7
417,DK781,Science - Bioscience,358,208,381,7
418,DK783,Science - Pharmaceutical Science,349,210,362,7
419,DK784,Veterinary Nursing,399,399,445,7
420,DK810,Accounting and Finance,305,305,401,8
421,DK816,Business Studies,300,300,367,8
422,DK820,Computing in Games Development,311,311,348,8
423,DK821,Computing in Software Development,302,302,361,8
424,DK822,Augmented and Virtual Reality,307,304,380,8
425,DK830,Building Surveying,336,336,352,8
426,DK831,Architectural Technology,389,389,433,8
427,DK832,Construction Management,387,387,419,8
428,DK843,Engineering (Common Entry),340,340,439,8
429,DK844,Mechanical Engineering,305,305,448,8
430,DK845,Electrical & Electronic Engineering,304,304,392,8
431,DK846,Civil Engineering,391,361,392,8
432,DK850,International Tourism Management,317,317,377,8
433,DK860,Music (audition),532,503,634,8
434,DK861,Arts,302,302,363,8
435,DK862,Social Care,301,301,347,8
436,DK863,Creative Media,308,308,337,8
437,DK864,Film and Television Production,300,300,402,8
438,DK865,Audio and Music Production,301,301,367,8
439,DK870,General Nursing,403,397,419,8
440,DK872,Intellectual Disability Nursing,336,336,358,8
441,DK874,Mental Health Nursing,356,356,379,8
442,DK876,Early Childhood Studies,321,321,388,8
443,DK877,Midwifery,440,440,470,8
444,DK880,Health and Physical Activity,328,328,389,8
445,DK882,Agriculture (Award options),310,310,380,8
446,DK883,Science (Award options),358,300,370,8
447,DK884,Sustainable Agriculture,,,,8
448,DK885,Agri-Food Production,,,,8
449,DK886,Biopharmaceutical Science,301,301,338,8
450,DK887,Environmental Science,330,330,589,8
451,DL701,Business - Applied Entrepreneurship,AQA,AQA,359,7
452,DL821,"English, Media and Cultural Studies",212,212,347,8
453,DL822,Arts Management,229,235,337,8
454,DL823,Business Management,235,237,325,8
455,DL825,Applied Psychology,379,379,434,8
456,DL826,Visual Communication Design,855,855,1024,8
457,DL827,Art,572,572,941,8
458,DL828,"3D Design, Modelmaking and Digital Art",506,538,920,8
459,DL829,Design for Stage and Screen (Costume Design),593,593,947,8
460,DL830,Design for Stage and Screen (Character Makeup Design),939,939,968,8
461,DL831,Design for Stage and Screen (Production Design),781,781,1026,8
462,DL832,Animation,920,920,1022,8
463,DL833,Photography,650,667,854,8
464,DL834,Film and Television Production,990,990,1040,8
465,DL836,Creative Computing,219,219,300,8
466,DL837,New Media Studies,201,201,316,8
467,DL838,Creative Music Production,754,754,972,8
468,DL839,Interaction and User Experience Design,683,683,990,8
469,DL840,Digital Marketing,228,228,327,8
470,DL841,English and Equality Studies,276,276,341,8
471,DN100,Architecture,510,510,541,8
472,DN120,Landscape Architecture,407,407,453,8
473,DN130,City Planning and Environmental Policy,407,390,432,8
474,DN150,Engineering (Common Entry),531,520,565,8
475,DN200,Science (options),533,533,567,8
476,DN201,Computer Science (Common Entry),510,510,542,8
477,DN230,Actuarial and Financial Studies,601,601,613,8
478,DN240,Sustainability,440,440,498,8
479,DN250,Agricultural Science (options),456,453,488,8
480,DN252,Dairy Business,410,410,455,8
481,DN253,Agri - Environmental Sciences,418,413,443,8
482,DN261,Food Science,477,476,495,8
483,DN262,Human Nutrition,531,531,553,8
484,DN271,Forestry,311,311,359,8
485,DN272,"Horticulture, Landscape and Sportsturf Management",297,282,378,8
486,DN300,Veterinary Medicine - Undergraduate Entry,589,589,602,8
487,DN301,Veterinary Medicine - Graduate Entry (GAMSAT required),,#,,8
488,DN310,Veterinary Nursing,478,466,489,8
489,DN400,Medicine - Undergraduate Entry (HPAT required),737,736,748,8
490,DN401,Medicine - Graduate Entry (GAMSAT required),,58,61,8
491,DN410,Radiography,534,531,543,8
492,DN411,Radiography - Graduate Entry,,#,,8
493,DN420,Physiotherapy,578,568,589,8
494,DN425,Health and Performance Science,510,507,521,8
495,DN430,Sport and Exercise Management,455,433,455,8
496,DN440,"Biomedical, Health and Life Sciences",590,589,601,8
497,DN450,General Nursing,429,421,445,8
498,DN451,Children`s and General Nursing (Integrated),509,499,529,8
499,DN452,Midwifery,489,473,499,8
500,DN453,Mental Health Nursing,397,393,412,8
501,DN520,Joint Honours (options),310,310,409,8
502,DN530,Humanities (options),340,326,419,8
503,DN541,Modern Languages (options),303,300,443,8
504,DN600,Law (options),546,543,566,8
505,DN610,Business and Law,545,544,577,8
506,DN650,Commerce,521,521,543,8
507,DN660,Commerce International (options),517,510,531,8
508,DN670,Economics and Finance,613,613,625,8
509,DN700,Social Sciences (options),421,418,466,8
510,DN710,Economics,498,498,510,8
511,DN720,Psychology,530,522,543,8
512,DN750,Social Policy and Sociology,378,377,408,8
513,DS602,Computing and Multimedia (Level 6 - Higher Certificate),,198,367,6
514,DS603,Computing and Multimedia (Level 6 - Certificate),,423,523,6
515,DS701,Business,,299,299,7
516,DS702,Computing and Multimedia (Level 7),,290,413,7
517,GA160,Business,163,163,278,6
518,GA170,Business,250,250,420,7
519,GA171,Business Information Systems,250,250,367,7
520,GA172,Rural Enterprise and Agri-Business,277,277,382,7
521,GA174,Marketing and Sales,281,282,377,7
522,GA175,Finance,278,278,467,7
523,GA176,Business with Entrepreneurship,278,278,411,7
524,GA181,Accounting,309,309,403,8
525,GA182,Business,287,287,347,8
526,GA183,Business Information Systems,296,296,356,8
527,GA184,Marketing and Sales,307,307,357,8
528,GA185,Finance and Economics,293,293,392,8
529,GA186,Business with Entrepreneurship,280,280,356,8
530,GA187,Rural Enterprise and Agri-Business,281,281,352,8
531,GA272,Heritage Studies,188,188,363,7
532,GA273,Contemporary Art,702,702,892,7
533,GA274,Design,251,251,378,7
534,GA281,Film and Documentary,304,304,379,8
535,GA282,Heritage Studies,220,220,281,8
536,GA283,Contemporary Art,679,679,870,8
537,GA284,Design,303,303,356,8
538,GA285,"Education (Art, Design and Graphics)",,,,8
539,GA360,Business in Tourism,172,172,260,6
540,GA361,Culinary Arts,193,193,375,6
541,GA362,Hotel and Hospitality Operations,240,228,330,6
542,GA364,Heritage Studies,252,252,369,6
543,GA370,Hotel and Catering Management,198,198,362,7
